id,full_nr,name,ks,material,commentary,event_type,location,start,end,before_Christ,country_and_unit,participants_role,participant,parish,text,class,technique,parameter,unit,value,museum_abbr,musealia_mark,musealia_seria_nr,musealia_queue_nr,musealia_additional_nr,collection_mark,collection_queue_nr,collection_additional_nr,element_count,legend,is_original,initial_info,damages,state,color,additional_text,type
3077911,ETMM _ 8330 Af 951:12/T,"Plakat, näidend Pöörane päev, ENSV Riiklik Nukuteater 1968",951.0,paber,,teatrietendused,,1968,,ei,Eesti  Tallinn,seosorganisatsioon,SA NUKU,,,,,kõrgus,cm,60,ETMM,_,8330.0,,,Af,12.0,T,1.0,,1.0,,,rahuldav,,,plakat
3328150,AM _ 40560:1 M,"meenemünt ""Hansalinn Tallinn"" 8 eurot",,hõbe,kvaliteet PROOF,valmistamine,linn Lissabon,2017,,ei,Portugal  ,,,,,,,läbimõõt,mm,38.61,AM,_,40560.0,1.0,,M,,,1.0,Saadud Eesti Panga muuseumi peavarahoidjalt Maie Uustalult vastavalt aktile nr. 1 09.02.2017,1.0,"hõbe, 2017. a., 5000 eks.",,hea,,EESTI VABARIIK / suur riigivapp / 2017,münt
2047061,,,,,,,,,,,,,,,,,,,,,AM,,,,,F,8.0,,1.0,,,,,hea,,,foto
2407836,AM N 41826:2,Augustiputš Tallinnas. Nõukogude armee sõdurid teevad ettevalmistusi Teletorni ülevõtmiseks. Täiendus barrikaadidele.,41826.0,film,,pildistamine,,20.08.1991,,ei,  ,autor,"Vilde, Ivar",,,,mustvalge fotograafia,negatiivi formaat,24 x 36 mm,1,AM,,,,,N,2.0,,1.0,,1.0,,,hea,,,fotonegatiiv
2778352,,,,,,,,,,,,,,,,,,,,,AM,,,,,N,2.0,,1.0,,1.0,,,hea,,,fotonegatiiv
3545422,,,,,,,,,,,,,,,,,,,,,ETMM,_,5659.0,,,T,2.0,61:20:00,1.0,,1.0,,,määramata,,,foto
2510279,AM _ 25159:706 M,denaar,,hõbe,,valmistamine,linn Goslar,1046,1056,,  ,emiteerija,Heinrich III,,,,,kaal,g,"1,11",AM,_,25159.0,706.0,,M,,,1.0,,,mündiaare,,määramata,,Dbg. 668a?,münt
4119598,ETMM _ 8460 Af 754:13/M,Plakat.  Aino Tamme  kontsert.  06.08.1917 Haaslavas     eesti  keelne ,754.0,paber,plakat    eesti ja  keelne,,,,,,,,,,,,trükkimine,laius,cm,"26,5",ETMM,_,8460.0,,,Af,13.0,M,1.0,,1.0,,,rahuldav,,,plakat
2659788,AM N 40349,"Tallinn, Tartu maantee ja Kreutzwaldi tänavate nurk ",40349.0,hõbeželatiinemulsioon,,pildistamine,,1979,,ei,  ,autor,"Vilde, Ivar",,,,mustvalge fotograafia,negatiivi formaat,24 x 36 mm,1,AM,,,,,N,,,1.0,,1.0,,,hea,,,fotonegatiiv
2324894,AM _ 23021 A 500:187,Odaotsa ktk,500.0,raud,,,,,,,,,,,,,,,,,AM,_,23021.0,,,A,187.0,,1.0,Kaevanud M.Mandel 1977.a. Veskimäe tl. kalme (I),,,,hea,,,arheoloogiline leid
2069951,,,,,,,,,,,,,,,,,,,,,AM,,,,,F,133.0,,1.0,,,,,hea,,,foto
3388874,ETMM _ 11457 M 159:1/654:23,"Foto, Karl Leichter, E. Avessoni juures külas",159.0,fotopaber,,fotograafia,,1971,,ei,  ,osaleja,"Leichter, Karl",,,,,,,,ETMM,_,11457.0,,,M,1.0,654:23:00,1.0,,1.0,,,rahuldav,,,foto
2164802,ETMM _ 6832 M 9:2/337:4,"""Tere, kuusi, tere, petäj"", ""Imäl oli jo"" segakoorile",9.0,paber,,muusika,,,,,  ,,,,,,trükkimine,dokumendi maht,leht,2,ETMM,_,6832.0,,,M,2.0,337:04:00,1.0,Mart Saare isikukogu M9,1.0,,"koltunud, kulunud, narmendab",väga halb,,,"käsikiri, laul/ vokaalmuusika"
3540025,,,,,,,,,,,,,,,,,,,,,ETMM,_,8182.0,,,T,3.0,04:31,1.0,,1.0,,,määramata,,Foto: Uudis Pärnus,foto
3045686,,,,,,teatrietendused,,1979,,ei,Eesti  Rakvere,,,,,,,kõrgus,cm,59.5,ETMM,_,9432.0,,,Af,2.0,T,1.0,,1.0,,,hea,,"Riho Lehespalu ekstsentriline melodraama ""Timmy"" I. Asimovi novelli 'Inetu poisike' ainetel.",plakat
3527066,ETMM _ 6356 M 7:1/179:3,Kiri Juhan Simmilt Aliide Ungersonile,7.0,paber,,kirjavahetus,,,,,  ,autor,"Simm, Juhan",,,,,dokumendi maht,leht,2,ETMM,_,6356.0,,,M,1.0,179:03:00,1.0,,1.0,,,rahuldav,,,kiri
3924065,ETMM _ 8330 Af 1112:10/T,"Plakat, Poeg; Kolmas soov. Eesti Draamateater, 1961. Külalisetendused Ugalas",1112.0,trükivärv,,,,,,,,,,,,,,kõrgus,cm,84,ETMM,_,8330.0,,,Af,10.0,T,1.0,,1.0,,,rahuldav,,13.-23.01.1961 Ugalas,plakat
3634604,AM _ 11090 G 2495,graafika; Noor roomlanna Nettunost,2495.0,paber,,etnoloogia,,1845,,ei,  ,autor,"Markaert, L.",,,,puugravüür,kõrgus,cm,"27,5",AM,_,11090.0,,,G,,,1.0,,1.0,,määrdunud liimi plekkidega,rahuldav,,,graafika
3178019,ETMM _ 5743 M 15:1/151:8,"Kava,Eduard Visnapuu, Artur Kapp 65-Oratoorium Hiiob",15.0,paber,,kultuur,,02.04.1943,,ei,  ,autor,"Kapp, Artur",,,,,,,,ETMM,_,5743.0,,,M,1.0,151:08:00,1.0,,1.0,,,rahuldav,,,kava
1363103,AM _ 37829 TE 4490,Heegeldatud kleit,4490.0,lõng,,naisteriietus,,,,,  ,,,,,,heegeldamine,pikkus,cm,99,AM,_,37829.0,,,TE,,,1.0,"Esemed on kuulunud Tiina Vindi sugulastele, emale, vanaemale. Alus- ja ööpesu kuulusid vanavanaemale.",1.0,,,hea,,"Kleit, heegeldatud meresinisest lõngast, mustriline, lühikeste käistega, ümara kaelusega, kitsas ja sirge. Kinnis trukkidega vasakul õlal.",kleit
1586733,,,,,,fotograafia,,1962,,ei,  ,adressaat,"Raudsepp, Kirill",,Foto: Teresa Stratas,nimetus lähtedokumendil,mustvalge fotograafia,,,,ETMM,_,12476.0,15.0,,T,2.0,01:42,1.0,Kirill Raudsepa arhiivimaterjalid,1.0,,,hea,,,foto
2454042,,,,,,,,,,,,,,,,,,,,,ETMM,_,10858.0,,,T,1.0,25:19:00,1.0,,1.0,,,hea,,,kava
4091404,ETMM _ 8540 Af 512:96/M,"Plakat, Eesti Raadio sümfooniaorkester.
Sümfooniakontsert 20.01.1956 Estonia kontserdisaal",512.0,paber,,,,,,,,,,,,,trükkimine,laius,cm,59,ETMM,_,8540.0,,,Af,96.0,M,1.0,,1.0,,,rahuldav,,vene keeles,plakat
4316557,,,,,,,,,,,,,,,,,,,,,ETMM,_,8647.0,,,Af,104.0,M,1.0,,1.0,,,hea,,,plakat
2803468,,,,,,,,,,,,,,,,,,,,,AM,,,,,N,8.0,,1.0,,1.0,,,hea,,,fotonegatiiv
2743948,,,,,,,,,,,,,,,,,,,,,AM,,,,,N,,,1.0,,0.0,,,hea,,,fotonegatiiv
3809123,AM _ 13729:1 G 4788,"graafika, Haapsalu vaated, 1852",4788.0,paber,,arhitektuur,,,,,  ,autor,"Timm, Georg Wilhelm",,,,litograafia,kõrgus,cm,36.5,AM,_,13729.0,1.0,,G,,,1.0,,1.0,,"määrdunud, rebendid",rahuldav,,,graafika
3396331,ETMM _ 11457 M 159:1/658:7,"Foto, Karl Leichter, Villem Kapi portree",159.0,fotopaber,,fotograafia,,,,,  ,osaleja,"Leichter, Karl",,,,,,,,ETMM,_,11457.0,,,M,1.0,658:07:00,1.0,,1.0,,,rahuldav,,,foto
2321585,AM _ 23153 A 498:825,Savinõukild,498.0,savi,,,,,,,,,,,,,,,,,AM,_,23153.0,,,A,825.0,,1.0,Kaevanud M.Mandel 1977.a.,,,,hea,,,arheoloogiline leid
3639695,ETMM _ 8802 T 174:2/119:34,Kostüümikavand naiskoorile Estonia teatri lavastusest Deemon,174.0,paber,,teatrietendused,linn Tallinn,1945,1953,ei,Eesti  ,autor,"Mei, Natalie",,,,akvarell,kõrgus,cm,42,ETMM,_,8802.0,,,T,2.0,119:34:00,1.0,,1.0,,,hea,,,kavand/joonis/eskiis
3840815,ETMM _ Fk 36241/r,"Carmen, Teater Estonia, 1955, pildil: stseen lavastusest",36241.0,film,,teater,,1955,,ei,  ,seosorganisatsioon,Rahvusooper Estonia,,,,mustvalge fotograafia,negatiivi formaat,60 x 60 mm,1,ETMM,_,,,,Fk,,r,1.0,,1.0,,,rahuldav,,,fotonegatiiv
4077906,ETMM _ 5477 T 10:2369/Ar,Moraal,10.0,paber,,käsikirjaline valmistamine,,,,,Eesti  ,,,,,,käsitsi kirjutamine,,,,ETMM,_,5477.0,,,T,2369.0,Ar,1.0,,1.0,,,rahuldav,,Eesti Selts Estonia teatri raamatukogu,käsikiri
3580401,,,,,,,,,,,,,,,,,masinal kirjutamine,dokumendi maht,leht,1,ETMM,_,7560.0,,,T,1.0,24:33:00,1.0,,1.0,,,hea,,,dokument
2074373,AM N 7031:124,Vaade liivakarjäärile,7031.0,fotomaterjal>emulsioon>hõbeželatiinemulsioon,,pildistamine,,1938,,,Eesti  ,,,,,,fotograafia>mustvalge fotograafia,kõrgus,cm,13,AM,,,,,N,124.0,,1.0,,1.0,,,hea,,,fotonegatiiv
2034412,AM _ 2566:122 F 3496,Pärnu mnt ja Liivalaia tn ristmik. Keskel trammipeatuses.,3496.0,fotomaterjal>fotopaber>hõbeželatiinpaber,,tööstus,,,,,  ,,,,,,fotograafia>mustvalge fotograafia,lehe kõrgus,cm,12,AM,_,2566.0,122.0,,F,,,1.0,,1.0,,,hea,,"Foto ostetud ""Nõukogude Raamatust"" Tallinn, Pärnu mnt. 10 (1949).",foto
2463284,ETMM _ 12612:17 T 412:2/50:17,"Kostüümikavand tegelastele Härrad. Giselle, Estonia 1975",412.0,paber,,teatrietendused,,1975,,ei,  ,seosorganisatsioon,Rahvusooper Estonia,,Kavand: kostüüm: Kustav-Agu Püüman:  ballett: Giselle: akvarell,nimetus lähtedokumendil,pliiats,kõrgus,cm,28,ETMM,_,12612.0,17.0,,T,2.0,50:17:00,1.0,Osteti muuseumile okt. 2013,1.0,,,hea,,,kavand/joonis/eskiis
2538943,AM Fm 316:401,"Filmi ""Ohtlikud mängud"" võtted",316.0,fotomaterjal>film,,pildistamine,,25.05.1973,18.04.1974,ei,Eesti  ,autor,"Reimann, Villu",,,,fotograafia>mustvalge fotograafia,negatiivi formaat,60 x 60 mm,1,AM,,,,,Fm,401.0,,1.0,"Täiendus aktile nr 2013:7395 (15.08.2013). Osaliselt säilinud negatiivikogu Tallinnfilmi fotoarhiivist - kahe filmi kajastused: ""Indrek"", ""Ohtlikud mängud"". ",,,,hea,,,fotonegatiiv
2510837,AM _ 35619:7 M,dirhem,,hõbe,,rahandus,,800,1000,ei,  ,,,,,,,kaal,g,2.48,AM,_,35619.0,7.0,,M,,,1.0,,,ost,,määramata,,,münt
3671791,ETMM _ 7560 T 49:1/144:11,"Foto P. Pinnast, dateerimata, P. Pinna kogu",49.0,fotopaber,,,,,,,,,,,,,mustvalge fotograafia,,,,ETMM,_,7560.0,,,T,1.0,144:11:00,1.0,,1.0,,,rahuldav,,,foto
4049772,AM _ PB 130:13,"Ajakiri Põllumees, nr 13, 1928",130.0,paber,,põllumajandus,,1928,,ei,Eesti  ,,,,,,,,,,AM,_,,,,PB,13.0,,1.0,,1.0,,,määramata,,,ajakiri
1122622,AM N 45059:50,"Lasnamäe elamurajooni ehituse koosolek Eesti Tööstusprojekti hoone saalis, Rävala pst 6.",45059.0,fotomaterjal>emulsioon>hõbeželatiinemulsioon,,valmistamine,,,,,  ,autor,"Oksbusch, Uno",,,,fotograafia>mustvalge fotograafia,,,,AM,,,,,N,50.0,,1.0,"Negatiivide kogu. Fotograaf teadmata. Päritolu - leitud Pirgu mõisa lähedal maja pööningult 1970.aastatel. Materjal: 35-mm atsetaatfilm, lõigatud 2 kuni 7 kaadriga ribadeks. 20 temaatilise pealkirjaga ümbrikus. Kirjeldus: Tallinna ja Keila -Joa vaated, tööstusvaated, ehitised, sündmused Tallinnas, elu-olu.

Eesti Ajaloomuuseum annab üleandjale tasuta kasutusõiguse muuseumi kogudes olevatest Eesti II Maailmasõja eelsete kinohoonete ja interjööride vaadetest tehtud fotodele.",1.0,,,hea,,Üleandja: Uno Kalle,fotonegatiiv
3928880,ETMM _ 11732 M 94:1/15:28,"Kiri, Kaljuste, Heino- Jelena Lazarevitš Riiast",94.0,paber,,isiklik ja pereelu,,1976,,ei,Läti  ,omanik,"Kaljuste, Heino",,,,,,,,ETMM,_,11732.0,,,M,1.0,15:28,1.0,,1.0,,,rahuldav,,,kiri
2771700,AM N 33849:2,"Tallinn, lumine Pikk jalg",33849.0,hõbeželatiinemulsioon,,tänav,tänav Pikk jalg,,,,Eesti  Tallinn,,,,,,mustvalge fotograafia,negatiivi formaat,24 x 36 mm,1,AM,,,,,N,2.0,,1.0,,1.0,,,hea,,,fotonegatiiv
1684310,ETMM _ 5906 T 93:1/133:3,"foto. Heino Vaks, 1908.",93.0,fotopaber,,teater,,1908,,ei,  ,kujutatu,"Vaks, Heino",,,,,kõrgus,cm,"16,8",ETMM,_,5906.0,,,T,1.0,133:03:00,1.0,,1.0,,,rahuldav,,,foto
2739604,,,,,,,,,,,,,,,,,,,,,AM,,,,,F,3.0,,1.0,,1.0,,,hea,,,foto
3480064,,,,,,teater,,1969,,ei,Eesti  Tallinn,autor,"Püüman, Kustav-Agu",,,,,,,,ETMM,_,12875.0,21.0,,T,2.0,02:27,1.0,"T412 Kustav-Agu Püümani teatrikavandid, arhiivmaterjalid, fotod",1.0,"T412:2/2:27, Estonia 1969",,hea,,,kavand/joonis/eskiis
3705195,,,,,,fotograafia,,1977,,ei,  ,kujutatu,"Alumäe, Vladimir",,,,mustvalge fotograafia,,,,ETMM,_,9995.0,,,M,1.0,44:13:00,1.0,,1.0,,,rahuldav,,,foto
3611861,,,,,,valmistamine,,,,,  ,,,,,,,,,,ETMM,_,12892.0,433.0,,T,1.0,14:23,1.0,2018. aasta oktoobris New Yorgis välitöödel kogutud teatriteadlase Mardi Valgemäe ja tema perekonna arhiivmaterjalid. Koguja muuseumi peavarahoidja Ann Aaresild. Projekti rahastas Rahvuskaaslaste programm. ,1.0,ETMM T771:1/14:23,,hea,,,kiri
3664156,,,,,,,,,,,,,,,,,,,,,ETMM,_,5778.0,,,M,1.0,50:11:00,1.0,,1.0,,,rahuldav,,,kiri
3947337,ETMM _ 6695 M 53:1/49:8,ENSV Ülemnõukogu Presiidiui kutse N.Goldschmidt`ile tulla vastu võtma riikliku autasu,53.0,paber,,,,,,,,,,,,,,,,,ETMM,_,6695.0,,,M,1.0,49:08:00,1.0,,1.0,,,hea,,,kutse
2060231,,,,,,,,,,,,,,,,,,,,,AM,,,,,F,123.0,,1.0,,,,,hea,,,foto
2317753,AM _ 13749 A 285:1,Hoburaudsõlg,285.0,pronks,"pikkade rullotstega (1,6cm; Ø=0,6cm), ristkülikulise kaarega (0,6x0,3cm), mis pealispinnal ilustatud küllaltki robustse soonte vahel oleva täketereaga; lameda tilguti kand 45°  all laienev (2,0cm; Ø=1,0cm); ilustatud samasuguse täkete reaga, mis kulgeb kannalt nõela keskpaigani (pind osaliselt murenenud); veidi ovaalse kaare Ø=6,0cm; tilguti pikkus 6,6cm.",,,,,,,,,,,,,aeg/ kestus,sajand,14,AM,_,13749.0,,,A,1.0,,1.0,Leitud turbarabast madalalt künkalt Rocca al Mare ja Kakomäe vahel 1921.a. sügisel,,,,hea,,,arheoloogiline leid
2335279,AM _ 36994 A 1069:19,savinõukild,1069.0,savi,,,,,,,,,,,,,,,,,AM,_,36994.0,,,A,19.0,,1.0,Uugla maa-aluse põletuskalmistu kaevamisleiud 2007. a. M. Mandel,,,,hea,,,arheoloogiline leid
3422518,AM F 33213:50,Tallinna toidukaubastu mõned mälestusväärsed päevad 1968.a. Uisutamisvöistlused.,33213.0,hõbeželatiinpaber,,uisutamine,,1968,,ei,Eesti  Tallinn,,,,,,,kõrgus,cm,"6,8",AM,,,,,F,50.0,,1.0,Majandusajaloo Muuseumi likvideerimiskomsjoni poolt üleantud esemed. Albumid.,1.0,,,hea,,,foto
3050511,,,,,,teatrietendused,,19.06.1986,22.06.1986,ei,Eesti  Tallinn,seosorganisatsioon,Teater Estonia,,,,,kõrgus,cm,82.5,ETMM,_,11145.0,,,Af,251.0,T,1.0,,1.0,,,hea,,,plakat
2056276,,,,,,,,,,,,,,,,,,,,,AM,,,,,F,164.0,,1.0,,,,,hea,,,foto
2148911,ETMM _ 8336 M 9:2/215:1,"""Võitude poole"" segakoorile ja klaverile. Visand",9.0,paber,,muusika,,,,,  ,,,,,,käsitsi kirjutamine,dokumendi maht,leht,11,ETMM,_,8336.0,,,M,2.0,215:01:00,1.0,Mart Saare isikukogu M9,1.0,,,rahuldav,,,"käsikiri, laul/ vokaalmuusika"
3315444,ETMM _ 11671:4/5 T 458:2/14a:5,Kostüümikavand tegelasele Tibupoiss lavastusele Hunt ja seitse kitsetalle Draamateatris,458.0,paber,,valmistamine,,1948,,ei,  ,autor,"Martin, Uno",,"Uno Martini kostüümikavandid Draamateatri lavast.""Hunt ja seitse kitsetalle""1948",nimetus lähtedokumendil,akvarell,kõrgus,cm,41.7,ETMM,_,11671.0,4.0,5,T,2.0,14a:5,1.0,,1.0,,,hea,,Tibupoiss,kavand/joonis/eskiis
4314866,,,,,,,,,,,,,,,,,,dokumendi maht,leht,1,ETMM,_,7315.0,,,T,1.0,0.820138889,1.0,,1.0,,,hea,,,dokument
4286077,,,,,,,,,,,,,,,,,,dokumendi maht,leht,1,ETMM,_,7315.0,,,T,1.0,10:41,1.0,,1.0,,,hea,,,dokument
2059883,,,,,,,,,,,,,,,,,,,,,AM,,,,,F,87.0,,1.0,,,,,hea,,,foto
3574664,ETMM _ 7560 T 49:1/13:3,"Ajalehe väljalõige, Estonia koori tuluõhtu, Lõbus talupoeg, 1916, P. Pinna kogu",49.0,paber,,teater,,1916,,ei,  ,seosisik,"Fall, Leo",,,,trükkimine,dokumendi maht,leht,1,ETMM,_,7560.0,,,T,1.0,13:03,1.0,,1.0,,,hea,,,ajaleht
2763704,AM N 6663:1,ENSV TA Ajaloomuuseumi ekspositsioon.1905. aasta saal. Mihhail Ivanovitš Kalinin.,6663.0,hõbeželatiinemulsioon,,näitus,aadress Sakala 35,1952,,ei,Eesti  Tallinn,,,,,,,negatiivi formaat,24 x 36 mm,1,AM,,,,,N,1.0,,1.0,,1.0,,,hea,,,fotonegatiiv
4066726,ETMM _ 10566 M 47:1/12:7,Kontserdikava: Tallinna Muusikakooli õppejõudude kontsert,47.0,paber,,kontserdid,,21.03.1965,,ei,  ,seosisik,"Avesson, Elsa",,,,,,,,ETMM,_,10566.0,,,M,1.0,12:07,1.0,,1.0,,määrdunud,rahuldav,,,kava
3228713,,,,,,kirjutamine,,31.03.1955,,ei,Eesti  ,autor,"Uuli, Eino",,,,käsitsi kirjutamine,dokumendi maht,leht,9,ETMM,_,7852.0,,,M,1.0,07:03,1.0,,1.0,,,rahuldav,,,paber
2327192,AM _ 29884 A 580:4486,Naast,580.0,raud,,,,,,,,,,,,,,,,,AM,_,29884.0,,,A,4486.0,,1.0,Saadud Mati Mandeli juhatatud kaevamistel 1983-1990 aastatel. (II kaevand),,,,hea,,,arheoloogiline leid
2168144,,,,,,,,,,,,,,,,,,,,,ETMM,_,2561.0,,,T,1.0,43:161,1.0,,1.0,,,hea,,,kava
4237699,,,,,,,,,,,,,,,,,,,,,ETMM,_,8540.0,,,Af,6.0,M,1.0,,1.0,,,hea,,,plakat
3045728,,,,,,teatrietendused,,1979,,ei,Eesti  Rakvere,,,,,,,kõrgus,cm,59.5,ETMM,_,9432.0,,,Af,9.0,T,1.0,,1.0,,,hea,,Pildikesi kolhoosielust 2 pildis. ,plakat
3135695,AM _ 13738:750/23 P 1294,Riia evang.-luth. konsistooriumi pitser,1294.0,orgaaniline aine,lakk,valmistamine,,1801,1900,ei,  ,,,,,,,diameeter,cm,3,AM,_,13738.0,750.0,23,P,,,1.0,Õpetatud Eesti Seltsi kogust,1.0,,Mõranenud,rahuldav,,Siegel d. Evang.-Luth. Rigasch Consistorium,pitser/templijäljend
2781975,,,,,,teater,linn Tallinn,1916,,ei,Eesti  ,seosorganisatsioon,Teater Estonia,,,,fotograafia>mustvalge fotograafia,kõrgus,cm,18,ETMM,_,5392.0,,,T,3.0,72a:1,1.0,,1.0,,,hea,,,foto
3855761,AM _ 13672:76 G 5848,August Christiani portree,5848.0,paber,,mehe portree,,,,,  ,autor,"Krause, Wilhelm",,,,litograafia,kõrgus,cm,"13,2",AM,_,13672.0,76.0,,G,,,1.0,,1.0,,koltunud,rahuldav,,,graafika
2041522,AM F 19094,Fotoreproduktsioon gravüürist: admiral Krusensterni portree.,19094.0,fotomaterjal>fotopaber>hõbeželatiinpaber,,trükkimine/ avaldamine,,1890,1900,,  ,,,,,,fotograafia>mustvalge fotograafia,laius,cm,43,AM,,,,,F,,,1.0,,1.0,,,hea,,raamitud foto,foto
3177040,AM _ 6597 P 3628,Von Schürmann'i pitsat,3628.0,klaas,,,,,,,,,,,,,,kõrgus,cm,"3,6",AM,_,6597.0,,,P,,,1.0,,1.0,,,hea,,,pitsat
4125096,ETMM _ 8674 Af 1183:30/M,"Plakat, Abonement kontsertide kalender-plaanid.
Välismaa muusika klassikud. Abn.6. 5.10.1959-18.04.1960 Estonia kontserdisaal
",1183.0,paber,,,,,,,,,,,,,trükkimine,laius,cm,59,ETMM,_,8674.0,,,Af,30.0,M,1.0,,1.0,,,rahuldav,,vene keeles,plakat
3378383,,,,,,,,,,,,,,,,,,,,,AM,,,,,F,33.0,,1.0,Majandusajaloo Muuseumi likvideerimiskomsjoni poolt üleantud albumid.,1.0,,,hea,,,foto
3625523,ETMM _ 11298 M 99:1/12:3,"Alfrēds Kalniņši kiri Artur Kapile, 23.04.1947",99.0,paber,,,,,,,,,,,,,käsitsi kirjutamine,,,,ETMM,_,11298.0,,,M,1.0,12:03,1.0,Eugen Kapi isikukogu,1.0,,,rahuldav,,,postkaart
3182784,ETMM _ 7378 M 14:1/91:9,"Kutse, Karl Leinus",14.0,paber,,kultuur,,1967,,ei,  ,adressaat,"Leinus, Karl",,,,,,,,ETMM,_,7378.0,,,M,1.0,91:09:00,1.0,,1.0,,,rahuldav,,,kutse
2792296,,,,,,,,,,,,,,,,,,,,,AM,,,,,N,4.0,,1.0,,1.0,,,hea,,,fotonegatiiv
3208504,ETMM _ 10640 T 7:2123/Ar,Белоснежка и семь гномов,7.0,paber,,trükkimine/ avaldamine,,,,,Eesti  ,seosorganisatsioon,Eesti NSV Kultuuriministeeriumi Teatrite Valitsus,,,,masinal kirjutamine,trükise maht,lk,28,ETMM,_,10640.0,,,T,2123.0,Ar,1.0,,1.0,,,hea,,,käsikiri
1257634,,,,,,valmistamine,,2007,,ei,  ,,,,Playboy. Maailma suurim meesteajakiri. Detsember 2007.,nimetus lähtedokumendil,,kõrgus,cm,"28,5",AM,,,,,PB,2.0,,1.0,,,"Ajakirja vahel Playboy kujundaja Ahto Meri visiitkaart. Mõõdud: 21,5*28,5 cm.
",Esikaane nurgal on murdejälgi.,hea,,"Ajakirja vahel Playboy kujundaja Ahto Meri visiitkaart.
",ajakiri
2503376,,,,,,,,,,,,,,,,,,,,,ETMM,_,7669.0,,,Mo,1.0,20:05,1.0,,1.0,,,hea,,,kava
2692816,ETMM _ 8677 T 429:3598/Ar,"Raamat: Mirbeau, Octave, Toaneitsi päevik, II, Tartu 1930, K/Ü Loodus",429.0,paber,,ilukirjandus,,,,,  ,autor,"Mirbeau, Octave",,,,trükkimine,raamatu maht,lk,398,ETMM,_,8677.0,,,T,3598.0,Ar,1.0,,1.0,,,hea,,,raamat
2046940,AM F 5815:11,"Puidutööstus artelli ""Standart"" Metsatööstusartell ""Lessoprodukt"" - saekaater töötab",5815.0,fotomaterjal>fotopaber>hõbeželatiinpaber,,pildistamine,,1947,1948,ei,Eesti  ,,,,,,fotograafia>mustvalge fotograafia,kõrgus,cm,"13,6",AM,,,,,F,11.0,,1.0,,1.0,,,hea,,"Puidutööstus artelli ""Standart"" Metsatööstusartell ""Lessoprodukt""; Saekaater töötab",foto
227464,ETMM _ 11917:6 T 603:2/1:5,"Kostüümikavand tegelasele Alan Bennett lavastuses Õuedaam. A. Bennett, Draamateater 2004",603.0,paber,,teatrietendused,,2004,,ei,  ,seosorganisatsioon,Eesti Draamateater,,,,kollaaž,,,,ETMM,_,11917.0,6.0,,T,2.0,01:05,1.0,,1.0,"Eesti Draamateater, 2004; autor Alan Bennett;lavastaja:Roman Baskin;kunstnik: Ann Lumiste",,hea,mitmevärviline,"Eesti Draamateater, 2004; autor Alan Bennett;lavastaja:Roman Baskin;kunstnik: Ann Lumiste",kavand/joonis/eskiis
2756585,,,,,,fotograafia,,1973,1974,ei,Eesti  ,osaleja,"Koitlepp, Endel",,,,fotograafia,,,,ETMM,_,11131.0,,,Mo,1.0,130:44:00,1.0,Rahvapillimehed Mo238,1.0,,,rahuldav,,,foto
2056200,,,,,,,,,,,,,,,,,,,,,AM,,,,,F,135.0,,1.0,,,,,hea,,,foto
2760841,AM N 5145,Otepää linnuse arheoloogilised kaevamised. Müüri nurk.,5145.0,klaas,,arheoloogilised kaevamised,määramata Otepää linnus,1950,,ei,Eesti  Otepää,,,,,,,laius,cm,9,AM,,,,,N,,,1.0,,1.0,,,hea,,,fotonegatiiv
2304595,ETMM _ 12600:71 M 512:1/3:17,Tänukiri: Vello Orumets: Rakvere rajooni RSN TK Kultuuriosakonna ja Laulupeokomisjoni poolt: 1984,512.0,paber,,autasustamine,,1984,,ei,  ,osaleja,"Orumets, Vello",,,,,,,,ETMM,_,12600.0,71.0,,M,1.0,03:17,1.0,Vello Orumetsa kogu üle antud Leo Kikase poolt 13.09.2012.,1.0,,,hea,,,aukiri/auaadress
3045711,,,,,,teatrietendused,,1979,,ei,Eesti  Rakvere,,,,,,,kõrgus,cm,59.5,ETMM,_,9432.0,,,Af,7.0,T,1.0,,1.0,,,hea,,,plakat
4000733,ETMM _ 8679 T 426:1/1:3,"Gerd Neggo, biograafilised materjalid, surmakuulutused",426.0,paber,,teater,,,,,  ,,,,,,,,,,ETMM,_,8679.0,,,T,1.0,01:03,1.0,,1.0,,,rahuldav,,,ajaleht
2695540,,,,,,,,,,,,,,,,,,,,,AM,_,13872.0,,,F,,,1.0,,1.0,,,hea,,,foto
3736911,ETMM _ 9973 T 93:1/60:5,Kiri Paul Sepalt August Sunnele. 1927. Heino Vaksa kogu,93.0,paber,,teater,,09.02.1927,,ei,  ,seosisik,"Vaks, Heino",,,,käsitsi kirjutamine,dokumendi maht,leht,1,ETMM,_,9973.0,,,T,1.0,60:05:00,1.0,,1.0,,,hea,,,kiri
3684189,ETMM _ 10118 T 22:2/6:9,Kostüümikavand Celestin osatäitjale Vanemuise teatri lavastusest Mamzelle Nitouche,22.0,paber,,teatrietendused,linn Tartu,1957,,ei,Eesti  ,seosorganisatsioon,Teater Vanemuine,,,,akvarell,kõrgus,cm,30,ETMM,_,10118.0,,,T,2.0,06:09,1.0,,1.0,,,hea,,,kavand/joonis/eskiis
3827905,ETMM _ 9973 T 93:1/144:30,"Portreefoto, Kaarli Aluoja",93.0,fotopaber,,teater,,,,,  ,seosisik,"Vaks, Heino",,,,mustvalge fotograafia,,,,ETMM,_,9973.0,,,T,1.0,144:30:00,1.0,,1.0,,,hea,,,foto
